scenario,trajectory,config,config_label,oil,oil_label,solar_mult,land_screen,jera_capital,solar_basis,kind,rescaled,short_label,description,total_cost_bn,conv_capital_bn,mip_gap_requested,mip_gap_achieved,source_dir
nlv2b_C5_LNG375_highbrent,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LNG plant, 375 MW · high oil · base rooftop","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",28.2698,0.0,0.001,0.000964979,R010_outputs_nlv2b_C5_LNG375_highbrent
nlv2b_C5_LNG375_highbrent_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW · high oil · base rooftop · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",26.764,0.0,0.001,0.000856282,R010_outputs_nlv2b_C5_LNG375_highbrent_adv
nlv2b_C5_LNG375_highbrent_j120,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW · high oil · base rooftop · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",28.6169,0.0,0.001,0.00098808,R010_outputs_nlv2b_C5_LNG375_highbrent_j120
nlv2b_C5_LNG375_highbrent_j120_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · high oil · base rooftop · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",27.1115,0.0,0.001,0.000896951,R010_outputs_nlv2b_C5_LNG375_highbrent_j120_adv
nlv2b_C5_LNG375_lowbrent,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LNG plant, 375 MW · low oil · base rooftop","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",22.389,0.0,0.001,0.000980713,R010_outputs_nlv2b_C5_LNG375_lowbrent
nlv2b_C5_LNG375_lowbrent_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW · low oil · base rooftop · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",21.2373,0.0,0.001,0.000937227,R010_outputs_nlv2b_C5_LNG375_lowbrent_adv
nlv2b_C5_LNG375_lowbrent_j120,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW · low oil · base rooftop · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",22.735,0.0,0.001,0.000999716,R010_outputs_nlv2b_C5_LNG375_lowbrent_j120
nlv2b_C5_LNG375_lowbrent_j120_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · low oil · base rooftop · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",21.58,0.0,0.001,0.00080917,R010_outputs_nlv2b_C5_LNG375_lowbrent_j120_adv
nlv2b_C5_LNG375_refbrent,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LNG plant, 375 MW · EIA-ref oil · base rooftop","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",26.3082,0.0,0.001,0.000945589,R010_outputs_nlv2b_C5_LNG375_refbrent
nlv2b_C5_LNG375_refbrent_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW · EIA-ref oil · base rooftop · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",24.9915,0.0,0.001,0.000881172,R010_outputs_nlv2b_C5_LNG375_refbrent_adv
nlv2b_C5_LNG375_refbrent_j120,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW · EIA-ref oil · base rooftop · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",26.6548,0.0,0.001,0.000983335,R010_outputs_nlv2b_C5_LNG375_refbrent_j120
nlv2b_C5_LNG375_refbrent_j120_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Reference,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · EIA-ref oil · base rooftop · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.3398,0.0,0.001,0.000980743,R010_outputs_nlv2b_C5_LNG375_refbrent_j120_adv
nlv2b_C6_STATUSQUO_futbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",26.4234,0.0,0.001,0.000919415,R010_outputs_nlv2b_C6_STATUSQUO_futbrent
nlv2b_C6_STATUSQUO_futbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",25.2513,0.0,0.001,0.000948822,R010_outputs_nlv2b_C6_STATUSQUO_futbrent_adv
nlv2b_C6_STATUSQUO_futbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Reference,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",26.847,0.0,0.001,0.000817717,R010_outputs_nlv2b_C6_STATUSQUO_futbrent_j120
nlv2b_C6_STATUSQUO_futbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Reference,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.6747,0.0,0.001,0.000835307,R010_outputs_nlv2b_C6_STATUSQUO_futbrent_j120_adv
nlv2b_C6_STATUSQUO_highbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",30.056,0.0,0.001,0.000767544,R010_outputs_nlv2b_C6_STATUSQUO_highbrent
nlv2b_C6_STATUSQUO_highbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",28.602,0.0,0.001,0.000980532,R010_outputs_nlv2b_C6_STATUSQUO_highbrent_adv
nlv2b_C6_STATUSQUO_highbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",30.4861,0.0,0.001,0.000988952,R010_outputs_nlv2b_C6_STATUSQUO_highbrent_j120
nlv2b_C6_STATUSQUO_highbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Reference,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",29.0289,0.0,0.001,0.000998066,R010_outputs_nlv2b_C6_STATUSQUO_highbrent_j120_adv
nlv2b_C6_STATUSQUO_lowbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",24.2407,0.0,0.001,0.000979797,R010_outputs_nlv2b_C6_STATUSQUO_lowbrent
nlv2b_C6_STATUSQUO_lowbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",23.0481,0.0,0.001,0.000648072,R010_outputs_nlv2b_C6_STATUSQUO_lowbrent_adv
nlv2b_C6_STATUSQUO_lowbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",24.6633,0.0,0.001,0.000805841,R010_outputs_nlv2b_C6_STATUSQUO_lowbrent_j120
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Reference,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",23.4732,0.0,0.001,0.000602201,R010_outputs_nlv2b_C6_STATUSQUO_lowbrent_j120_adv
nlv2b_C6_STATUSQUO_refbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · base rooftop,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",28.0722,0.0,0.001,0.000949435,R010_outputs_nlv2b_C6_STATUSQUO_refbrent
nlv2b_C6_STATUSQUO_refbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · base rooftop · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection.",26.7894,0.0,0.001,0.000716008,R010_outputs_nlv2b_C6_STATUSQUO_refbrent_adv
