outputs_dir,basis,scenario,total_cost,phrase,relmipgap_achieved,absmipgap,log,log_mtime
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,27499336250.71675,optimal integer solution within mipgap or absmipgap,0.000956181,2.62943e+07,corr-percell_14722833_95.out,2026-09-06 19:53
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_highbrent,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_highbrent,31330487328.01788,optimal integer solution within mipgap or absmipgap,0.00098058,3.0722e+07,corr-percell_14722833_96.out,2026-09-06 18:45
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,31743485415.86312,optimal integer solution within mipgap or absmipgap,0.000546695,1.7354e+07,corr-percell_14722833_97.out,2026-09-06 19:03
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_lowbrent,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_lowbrent,24748715200.14587,optimal integer solution within mipgap or absmipgap,0.000999431,2.47346e+07,corr-percell_14722833_98.out,2026-09-06 19:31
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,25175084217.68117,optimal integer solution within mipgap or absmipgap,0.000993413,2.50093e+07,corr-percell_14722833_99.out,2026-09-06 19:51
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_refbrent,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_refbrent,28933689555.33903,optimal integer solution within mipgap or absmipgap,0.000987284,2.85658e+07,corr-percell_14722833_100.out,2026-09-06 18:50
R010_outputs_nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,R010_outputs,nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,29360199265.52920,optimal integer solution within mipgap or absmipgap,0.000993911,2.91814e+07,corr-percell_14722833_101.out,2026-09-06 19:08
R010_outputs_nlv2b_egs_high_lng_forced_refbrent,R010_outputs,nlv2b_egs_high_lng_forced_refbrent,26932031680.40522,optimal integer solution within mipgap or absmipgap,0.000965191,2.59946e+07,corr-percell_14722833_102.out,2026-09-06 21:56
R010_outputs_nlv2b_egs_high_lng_forced_refbrent_adv,R010_outputs,nlv2b_egs_high_lng_forced_refbrent_adv,25462705274.54778,optimal (non-)integer solution within mipgap or absmipgap,0.00099831,2.54197e+07,corr-percell_14722833_103.out,2026-09-06 21:48
R010_outputs_nlv2b_egs_high_lng_forced_refbrent_j120_adv,R010_outputs,nlv2b_egs_high_lng_forced_refbrent_j120_adv,25884306690.52042,optimal integer solution within mipgap or absmipgap,0.000834005,2.15877e+07,corr-percell_14722833_104.out,2026-09-06 19:39
R010_outputs_nlv2b_egs_high_no_lng_futbrent_adv,R010_outputs,nlv2b_egs_high_no_lng_futbrent_adv,23300836578.30752,optimal integer solution within mipgap or absmipgap,0.000998345,2.32623e+07,corr-percell_14722833_105.out,2026-09-06 18:58
R010_outputs_nlv2b_egs_high_no_lng_highbrent_adv,R010_outputs,nlv2b_egs_high_no_lng_highbrent_adv,26201431175.43462,optimal integer solution within mipgap or absmipgap,0.000996515,2.61101e+07,corr-percell_14722833_106.out,2026-09-06 18:19
R010_outputs_nlv2b_egs_high_no_lng_lowbrent_adv,R010_outputs,nlv2b_egs_high_no_lng_lowbrent_adv,20190945328.17273,optimal integer solution within mipgap or absmipgap,0.000597312,1.20603e+07,corr-percell_14722833_107.out,2026-09-06 19:08
R010_outputs_nlv2b_egs_high_no_lng_refbrent_adv,R010_outputs,nlv2b_egs_high_no_lng_refbrent_adv,24847653332.55458,optimal integer solution within mipgap or absmipgap,0.000958151,2.38078e+07,corr-percell_14722833_108.out,2026-09-06 19:31
R010_outputs_nlv2b_egs_low_lng_forced_refbrent,R010_outputs,nlv2b_egs_low_lng_forced_refbrent,26281586881.59780,optimal integer solution within mipgap or absmipgap,0.000874239,2.29764e+07,corr-percell_14722833_109.out,2026-09-06 20:00
R010_outputs_nlv2b_egs_low_lng_forced_refbrent_adv,R010_outputs,nlv2b_egs_low_lng_forced_refbrent_adv,24988682430.63658,optimal (non-)integer solution within mipgap or absmipgap,0.000697751,1.74359e+07,corr-percell_14722833_110.out,2026-09-06 19:12
R010_outputs_nlv2b_egs_low_lng_forced_refbrent_j120,R010_outputs,nlv2b_egs_low_lng_forced_refbrent_j120,26710842366.76719,optimal integer solution within mipgap or absmipgap,0.000976163,2.60741e+07,corr-percell_14722833_111.out,2026-09-06 22:34
R010_outputs_nlv2b_egs_low_lng_forced_refbrent_j120_adv,R010_outputs,nlv2b_egs_low_lng_forced_refbrent_j120_adv,25416892602.25082,optimal integer solution within mipgap or absmipgap,0.000782082,1.98781e+07,corr-percell_14722833_112.out,2026-09-06 19:32
R010_outputs_nlv2b_egs_low_no_lng_futbrent_adv,R010_outputs,nlv2b_egs_low_no_lng_futbrent_adv,22811393161.59807,optimal integer solution within mipgap or absmipgap,0.000984981,2.24688e+07,corr-percell_14722833_113.out,2026-09-06 19:58
R010_outputs_nlv2b_egs_low_no_lng_highbrent,R010_outputs,nlv2b_egs_low_no_lng_highbrent,27304359054.26582,optimal integer solution within mipgap or absmipgap,0.000933716,2.54945e+07,corr-percell_14722833_114.out,2026-09-06 19:13
R010_outputs_nlv2b_egs_low_no_lng_highbrent_adv,R010_outputs,nlv2b_egs_low_no_lng_highbrent_adv,25494131182.87617,optimal integer solution within mipgap or absmipgap,0.000990936,2.5263e+07,corr-percell_14722833_115.out,2026-09-06 19:25
R010_outputs_nlv2b_egs_low_no_lng_lowbrent_adv,R010_outputs,nlv2b_egs_low_no_lng_lowbrent_adv,19882617514.15956,optimal (non-)integer solution within mipgap or absmipgap,0.000806838,1.60421e+07,corr-percell_14722833_116.out,2026-09-06 19:41
R010_outputs_nlv2b_egs_low_no_lng_refbrent_adv,R010_outputs,nlv2b_egs_low_no_lng_refbrent_adv,24193714703.32167,optimal integer solution within mipgap or absmipgap,0.000919081,2.2236e+07,corr-percell_14722833_118.out,2026-09-06 22:27
R010_outputs_nlv2b_egs_none_lng_forced_refbrent,R010_outputs,nlv2b_egs_none_lng_forced_refbrent,26940897666.75109,optimal integer solution within mipgap or absmipgap,0.000989695,2.66633e+07,corr-percell_14722833_119.out,2026-09-06 19:43
R010_outputs_nlv2b_egs_none_lng_forced_refbrent_adv,R010_outputs,nlv2b_egs_none_lng_forced_refbrent_adv,25457948297.06013,optimal integer solution within mipgap or absmipgap,0.000833101,2.1209e+07,corr-percell_14722833_120.out,2026-09-06 19:42
R010_outputs_nlv2b_egs_none_lng_forced_refbrent_j120,R010_outputs,nlv2b_egs_none_lng_forced_refbrent_j120,27365899463.46420,optimal integer solution within mipgap or absmipgap,0.000943092,2.58086e+07,corr-percell_14722833_121.out,2026-09-06 19:56
R010_outputs_nlv2b_egs_none_lng_forced_refbrent_j120_adv,R010_outputs,nlv2b_egs_none_lng_forced_refbrent_j120_adv,25888142169.59457,optimal (non-)integer solution within mipgap or absmipgap,0.000980815,2.53915e+07,corr-percell_14722833_122.out,2026-09-06 20:10
R010_outputs_nlv2b_egs_none_no_lng_refbrent,R010_outputs,nlv2b_egs_none_no_lng_refbrent,26671609133.43649,optimal integer solution within mipgap or absmipgap,0.000925613,2.46876e+07,corr-percell_14722833_123.out,2026-09-06 20:47
R010_outputs_nlv2b_egs_none_no_lng_refbrent_adv,R010_outputs,nlv2b_egs_none_no_lng_refbrent_adv,24848666969.35252,optimal integer solution within mipgap or absmipgap,0.000993488,2.46868e+07,corr-percell_14722833_124.out,2026-09-06 20:17
R010_outputs_nlv2b_egs_ref_lng_forced_refbrent,R010_outputs,nlv2b_egs_ref_lng_forced_refbrent,26597409286.54326,optimal integer solution within mipgap or absmipgap,0.00098898,2.63043e+07,corr-percell_14722833_125.out,2026-09-06 20:19
R010_outputs_nlv2b_egs_ref_lng_forced_refbrent_adv,R010_outputs,nlv2b_egs_ref_lng_forced_refbrent_adv,25297725277.70021,optimal (non-)integer solution within mipgap or absmipgap,0.000529945,1.34064e+07,corr-percell_14722833_126.out,2026-09-06 20:22
R010_outputs_nlv2b_egs_ref_lng_forced_refbrent_j120,R010_outputs,nlv2b_egs_ref_lng_forced_refbrent_j120,27019626924.27115,optimal integer solution within mipgap or absmipgap,0.000846168,2.28631e+07,corr-percell_14722833_127.out,2026-09-06 20:04
R010_outputs_nlv2b_egs_ref_lng_forced_refbrent_j120_adv,R010_outputs,nlv2b_egs_ref_lng_forced_refbrent_j120_adv,25722202077.68560,optimal (non-)integer solution within mipgap or absmipgap,0.000467782,1.20324e+07,corr-percell_14722833_128.out,2026-09-06 20:19
R010_outputs_nlv2b_egs_ref_no_lng_refbrent_adv,R010_outputs,nlv2b_egs_ref_no_lng_refbrent_adv,24508528505.26259,optimal integer solution within mipgap or absmipgap,0.000998906,2.44817e+07,corr-percell_14722833_130.out,2026-09-06 20:26
R010_outputs_nlv2b_lc_C1_LSFO250_futbrent_adv,R010_outputs,nlv2b_lc_C1_LSFO250_futbrent_adv,24070338695.13219,optimal integer solution within mipgap or absmipgap,0.000996758,2.39923e+07,corr-percell_14722833_132.out,2026-09-06 19:49
R010_outputs_nlv2b_lc_C1_LSFO250_highbrent,R010_outputs,nlv2b_lc_C1_LSFO250_highbrent,28570684809.78974,optimal integer solution within mipgap or absmipgap,0.000997217,2.84912e+07,corr-percell_14722833_133.out,2026-09-06 19:57
R010_outputs_nlv2b_lc_C1_LSFO250_highbrent_adv,R010_outputs,nlv2b_lc_C1_LSFO250_highbrent_adv,26919639086.23557,optimal integer solution within mipgap or absmipgap,0.000955737,2.57281e+07,corr-percell_14722833_134.out,2026-09-06 19:19
R010_outputs_nlv2b_lc_C1_LSFO250_lowbrent,R010_outputs,nlv2b_lc_C1_LSFO250_lowbrent,22394704617.72788,optimal (non-)integer solution within mipgap or absmipgap,0.00087252,1.95398e+07,corr-percell_14722833_135.out,2026-09-06 23:28
R010_outputs_nlv2b_lc_C1_LSFO250_lowbrent_adv,R010_outputs,nlv2b_lc_C1_LSFO250_lowbrent_adv,21251033163.56349,optimal (non-)integer solution within mipgap or absmipgap,0.00084381,1.79318e+07,corr-percell_14722833_136.out,2026-09-06 20:24
R010_outputs_nlv2b_lc_C1_LSFO250_refbrent,R010_outputs,nlv2b_lc_C1_LSFO250_refbrent,26911875090.44693,optimal integer solution within mipgap or absmipgap,0.000914606,2.46138e+07,corr-percell_14722833_137.out,2026-09-06 22:26
R010_outputs_nlv2b_lc_C1_LSFO250_refbrent_adv,R010_outputs,nlv2b_lc_C1_LSFO250_refbrent_adv,25475145615.74032,optimal (non-)integer solution within mipgap or absmipgap,0.00086082,2.19295e+07,corr-percell_14722833_138.out,2026-09-06 19:59
R010_outputs_nlv2b_lc_C2_LSFO375_futbrent,R010_outputs,nlv2b_lc_C2_LSFO375_futbrent,25778264755.74797,optimal integer solution within mipgap or absmipgap,0.000999774,2.57724e+07,corr-percell_14722833_139.out,2026-09-06 22:43
R010_outputs_nlv2b_lc_C2_LSFO375_futbrent_adv,R010_outputs,nlv2b_lc_C2_LSFO375_futbrent_adv,24466591442.71563,optimal integer solution within mipgap or absmipgap,0.000999759,2.44607e+07,corr-percell_14722833_140.out,2026-09-06 20:10
R010_outputs_nlv2b_lc_C2_LSFO375_highbrent,R010_outputs,nlv2b_lc_C2_LSFO375_highbrent,28978934272.69390,optimal integer solution within mipgap or absmipgap,0.000992348,2.87572e+07,corr-percell_14722833_141.out,2026-09-06 20:06
R010_outputs_nlv2b_lc_C2_LSFO375_highbrent_adv,R010_outputs,nlv2b_lc_C2_LSFO375_highbrent_adv,27371254761.47973,optimal integer solution within mipgap or absmipgap,0.000979972,2.68231e+07,corr-percell_14722833_142.out,2026-09-06 19:50
R010_outputs_nlv2b_lc_C2_LSFO375_lowbrent,R010_outputs,nlv2b_lc_C2_LSFO375_lowbrent,22812476091.52277,optimal integer solution within mipgap or absmipgap,0.00099998,2.2812e+07,corr-percell_14722833_143.out,2026-09-07 02:41
R010_outputs_nlv2b_lc_C2_LSFO375_lowbrent_adv,R010_outputs,nlv2b_lc_C2_LSFO375_lowbrent_adv,21651511453.63108,optimal integer solution within mipgap or absmipgap,0.000935479,2.02545e+07,corr-percell_14722833_144.out,2026-09-07 00:35
R010_outputs_nlv2b_lc_C2_LSFO375_refbrent,R010_outputs,nlv2b_lc_C2_LSFO375_refbrent,27271685649.56595,optimal integer solution within mipgap or absmipgap,0.000919815,2.50849e+07,corr-percell_14722833_145.out,2026-09-06 20:49
R010_outputs_nlv2b_lc_C2_LSFO375_refbrent_adv,R010_outputs,nlv2b_lc_C2_LSFO375_refbrent_adv,25857396132.15798,optimal integer solution within mipgap or absmipgap,0.000879085,2.27308e+07,corr-percell_14722833_146.out,2026-09-06 20:16
R010_outputs_nlv2b_lc_C3_LSFO500_futbrent,R010_outputs,nlv2b_lc_C3_LSFO500_futbrent,26215001813.18592,optimal (non-)integer solution within mipgap or absmipgap,0.000945466,2.47854e+07,corr-percell_14722833_147.out,2026-09-06 22:09
R010_outputs_nlv2b_lc_C3_LSFO500_futbrent_adv,R010_outputs,nlv2b_lc_C3_LSFO500_futbrent_adv,24915674386.57456,optimal integer solution within mipgap or absmipgap,0.000899508,2.24118e+07,corr-percell_14722833_148.out,2026-09-06 20:22
R010_outputs_nlv2b_lc_C3_LSFO500_highbrent,R010_outputs,nlv2b_lc_C3_LSFO500_highbrent,29420644225.58336,optimal integer solution within mipgap or absmipgap,0.000915727,2.69413e+07,corr-percell_14722833_149.out,2026-09-06 20:51
R010_outputs_nlv2b_lc_C3_LSFO500_highbrent_adv,R010_outputs,nlv2b_lc_C3_LSFO500_highbrent_adv,27848272355.79554,optimal integer solution within mipgap or absmipgap,0.000988838,2.75374e+07,corr-percell_14722833_150.out,2026-09-06 20:23
R010_outputs_nlv2b_lc_C3_LSFO500_lowbrent,R010_outputs,nlv2b_lc_C3_LSFO500_lowbrent,23274729621.59467,optimal (non-)integer solution within mipgap or absmipgap,0.000785856,1.82906e+07,corr-percell_14722833_151.out,2026-09-06 21:21
R010_outputs_nlv2b_lc_C3_LSFO500_lowbrent_adv,R010_outputs,nlv2b_lc_C3_LSFO500_lowbrent_adv,22099853479.28971,optimal integer solution within mipgap or absmipgap,0.000815323,1.80185e+07,corr-percell_14722833_152.out,2026-09-07 00:15
R010_outputs_nlv2b_lc_C3_LSFO500_refbrent,R010_outputs,nlv2b_lc_C3_LSFO500_refbrent,27703299528.86980,optimal (non-)integer solution within mipgap or absmipgap,0.000795799,2.20463e+07,corr-percell_14722833_153.out,2026-09-06 20:30
R010_outputs_nlv2b_lc_C3_LSFO500_refbrent_adv,R010_outputs,nlv2b_lc_C3_LSFO500_refbrent_adv,26295012172.32069,optimal integer solution within mipgap or absmipgap,0.000765634,2.01324e+07,corr-percell_14722833_154.out,2026-09-06 20:48
R010_outputs_nlv2b_lc_C4_NOTHERMAL_futbrent,R010_outputs,nlv2b_lc_C4_NOTHERMAL_futbrent,24928808467.69442,optimal (non-)integer solution within mipgap or absmipgap,0.000990192,2.46843e+07,corr-percell_14722833_155.out,2026-09-06 20:56
R010_outputs_nlv2b_lc_C4_NOTHERMAL_futbrent_adv,R010_outputs,nlv2b_lc_C4_NOTHERMAL_futbrent_adv,23549667184.31126,optimal integer solution within mipgap or absmipgap,0.000998655,2.3518e+07,corr-percell_14722833_156.out,2026-09-06 20:55
R010_outputs_nlv2b_lc_C4_NOTHERMAL_highbrent,R010_outputs,nlv2b_lc_C4_NOTHERMAL_highbrent,27963858861.72164,optimal integer solution within mipgap or absmipgap,0.000975802,2.72872e+07,corr-percell_14722833_157.out,2026-09-06 20:44
R010_outputs_nlv2b_lc_C4_NOTHERMAL_highbrent_adv,R010_outputs,nlv2b_lc_C4_NOTHERMAL_highbrent_adv,26193954115.49148,optimal integer solution within mipgap or absmipgap,0.000988218,2.58853e+07,corr-percell_14722833_158.out,2026-09-06 22:29
R010_outputs_nlv2b_lc_C4_NOTHERMAL_lowbrent,R010_outputs,nlv2b_lc_C4_NOTHERMAL_lowbrent,21739572907.98209,optimal (non-)integer solution within mipgap or absmipgap,0.000831068,1.80671e+07,corr-percell_14722833_159.out,2026-09-06 21:24
R010_outputs_nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,R010_outputs,nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,20596732913.31208,optimal integer solution within mipgap or absmipgap,0.000677816,1.39608e+07,corr-percell_14722833_160.out,2026-09-06 21:08
R010_outputs_nlv2b_lc_C4_NOTHERMAL_refbrent,R010_outputs,nlv2b_lc_C4_NOTHERMAL_refbrent,26471015371.72978,optimal integer solution within mipgap or absmipgap,0.000867221,2.29562e+07,corr-percell_14722833_161.out,2026-09-06 22:38
R010_outputs_nlv2b_lc_C4_NOTHERMAL_refbrent_adv,R010_outputs,nlv2b_lc_C4_NOTHERMAL_refbrent_adv,24913071069.61901,optimal integer solution within mipgap or absmipgap,0.000994615,2.47789e+07,corr-percell_14722833_162.out,2026-09-06 21:56
R010_outputs_nlv2b_lc_C5_LNG375_futbrent,R010_outputs,nlv2b_lc_C5_LNG375_futbrent,25117480085.72461,optimal (non-)integer solution within mipgap or absmipgap,0.000998729,2.50856e+07,corr-percell_14722833_163.out,2026-09-06 21:55
R010_outputs_nlv2b_lc_C5_LNG375_futbrent_adv,R010_outputs,nlv2b_lc_C5_LNG375_futbrent_adv,23917331031.06723,optimal integer solution within mipgap or absmipgap,0.000839176,2.00708e+07,corr-percell_14722833_164.out,2026-09-06 21:36
R010_outputs_nlv2b_lc_C5_LNG375_futbrent_j120,R010_outputs,nlv2b_lc_C5_LNG375_futbrent_j120,25456282656.04881,optimal (non-)integer solution within mipgap or absmipgap,0.000728403,1.85424e+07,corr-percell_14722833_165.out,2026-09-06 21:19
R010_outputs_nlv2b_lc_C5_LNG375_futbrent_j120_adv,R010_outputs,nlv2b_lc_C5_LNG375_futbrent_j120_adv,24262657214.99471,optimal integer solution within mipgap or absmipgap,0.000860545,2.08791e+07,corr-percell_14722833_166.out,2026-09-06 21:27
R010_outputs_nlv2b_lc_C5_LNG375_highbrent,R010_outputs,nlv2b_lc_C5_LNG375_highbrent,28636813958.52605,optimal (non-)integer solution within mipgap or absmipgap,0.000777698,2.22708e+07,corr-percell_14722833_167.out,2026-09-06 20:57
R010_outputs_nlv2b_lc_C5_LNG375_highbrent_adv,R010_outputs,nlv2b_lc_C5_LNG375_highbrent_adv,27171727862.36839,optimal (non-)integer solution within mipgap or absmipgap,0.000748176,2.03292e+07,corr-percell_14722833_168.out,2026-09-06 20:48
R010_outputs_nlv2b_lc_C5_LNG375_highbrent_j120,R010_outputs,nlv2b_lc_C5_LNG375_highbrent_j120,28987669594.09047,optimal (non-)integer solution within mipgap or absmipgap,0.000968483,2.80741e+07,corr-percell_14722833_169.out,2026-09-06 21:17
R010_outputs_nlv2b_lc_C5_LNG375_highbrent_j120_adv,R010_outputs,nlv2b_lc_C5_LNG375_highbrent_j120_adv,27524452647.55845,optimal integer solution within mipgap or absmipgap,0.000993443,2.7344e+07,corr-percell_14722833_170.out,2026-09-06 21:01
R010_outputs_nlv2b_lc_C5_LNG375_lowbrent,R010_outputs,nlv2b_lc_C5_LNG375_lowbrent,22779882923.50078,optimal (non-)integer solution within mipgap or absmipgap,0.000743992,1.6948e+07,corr-percell_14722833_171.out,2026-09-06 22:02
R010_outputs_nlv2b_lc_C5_LNG375_lowbrent_adv,R010_outputs,nlv2b_lc_C5_LNG375_lowbrent_adv,21662446824.63380,optimal integer solution within mipgap or absmipgap,0.000923033,1.99952e+07,corr-percell_14722833_172.out,2026-09-06 21:51
R010_outputs_nlv2b_lc_C5_LNG375_lowbrent_j120,R010_outputs,nlv2b_lc_C5_LNG375_lowbrent_j120,23131402843.75257,optimal integer solution within mipgap or absmipgap,0.000992477,2.29574e+07,corr-percell_14722833_173.out,2026-09-06 21:48
R010_outputs_nlv2b_lc_C5_LNG375_lowbrent_j120_adv,R010_outputs,nlv2b_lc_C5_LNG375_lowbrent_j120_adv,22009274458.39288,optimal integer solution within mipgap or absmipgap,0.000968251,2.13105e+07,corr-percell_14722833_174.out,2026-09-06 21:44
R010_outputs_nlv2b_lc_C5_LNG375_refbrent,R010_outputs,nlv2b_lc_C5_LNG375_refbrent,26681767110.94344,optimal (non-)integer solution within mipgap or absmipgap,0.000729853,1.94738e+07,corr-percell_14722833_175.out,2026-09-06 21:45
R010_outputs_nlv2b_lc_C5_LNG375_refbrent_adv,R010_outputs,nlv2b_lc_C5_LNG375_refbrent_adv,25409136616.68441,optimal integer solution within mipgap or absmipgap,0.000826802,2.10083e+07,corr-percell_14722833_176.out,2026-09-06 21:24
R010_outputs_nlv2b_lc_C5_LNG375_refbrent_j120,R010_outputs,nlv2b_lc_C5_LNG375_refbrent_j120,27031662959.58434,optimal integer solution within mipgap or absmipgap,0.000871903,2.3569e+07,corr-percell_14722833_177.out,2026-09-06 22:26
R010_outputs_nlv2b_lc_C5_LNG375_refbrent_j120_adv,R010_outputs,nlv2b_lc_C5_LNG375_refbrent_j120_adv,25750700002.61242,optimal integer solution within mipgap or absmipgap,0.000662151,1.70509e+07,corr-percell_14722833_178.out,2026-09-06 21:39
R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent,R010_outputs,nlv2b_lc_C6_STATUSQUO_futbrent,26801397491.45855,optimal (non-)integer solution within mipgap or absmipgap,0.00074462,1.99569e+07,corr-percell_14723559_2.out,2026-09-07 01:49
R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent_adv,R010_outputs,nlv2b_lc_C6_STATUSQUO_futbrent_adv,25675330220.91481,optimal integer solution within mipgap or absmipgap,0.000854307,2.19346e+07,corr-percell_14722833_179.out,2026-09-06 21:28
R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent_j120,R010_outputs,nlv2b_lc_C6_STATUSQUO_futbrent_j120,27228256216.28091,optimal (non-)integer solution within mipgap or absmipgap,0.000769232,2.09449e+07,corr-percell_14722833_180.out,2026-09-06 21:33
R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv,R010_outputs,nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv,26101959648.87638,optimal (non-)integer solution within mipgap or absmipgap,0.000875709,2.28577e+07,corr-percell_14722833_181.out,2026-09-06 21:18
R010_outputs_nlv2b_lc_C6_STATUSQUO_highbrent,R010_outputs,nlv2b_lc_C6_STATUSQUO_highbrent,30434731675.50220,optimal (non-)integer solution within mipgap or absmipgap,0.000991467,3.0175e+07,corr-percell_14722833_182.out,2026-09-06 21:18
